0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
0 0 0 7170 0
