3.499841094017028809e-01 5.726676061749458313e-02
3.509913980960845947e-01 5.666590854525566101e-02
3.489264547824859619e-01 5.695202946662902832e-02
3.499841094017028809e-01 5.786761268973350525e-02
3.509913980960845947e-01 5.726676061749458313e-02
3.510921299457550049e-01 5.845415592193603516e-02
3.532074391841888428e-01 5.845415592193603516e-02
3.499841094017028809e-01 5.786761268973350525e-02
3.532074391841888428e-01 5.902639403939247131e-02
3.510921299457550049e-01 5.902639403939247131e-02
3.564307987689971924e-01 6.230245903134346008e-02
3.656475245952606201e-01 5.962724238634109497e-02
3.509913980960845947e-01 6.022809445858001709e-02
3.656475245952606201e-01 5.962724238634109497e-02
3.698781430721282959e-01 6.081463769078254700e-02
3.656475245952606201e-01 6.022809445858001709e-02
3.709861636161804199e-01 6.200203299522399902e-02
3.731518685817718506e-01 6.230245903134346008e-02
3.509913980960845947e-01 6.140118464827537537e-02
3.753175437450408936e-01 6.291761249303817749e-02
3.709861636161804199e-01 6.200203299522399902e-02
3.753175437450408936e-01 6.230245903134346008e-02
3.783394098281860352e-01 6.230245903134346008e-02
3.564307987689971924e-01 6.230245903134346008e-02
3.762744665145874023e-01 6.230245903134346008e-02
3.709861636161804199e-01 6.200203299522399902e-02
3.753175437450408936e-01 6.230245903134346008e-02
3.773321211338043213e-01 6.230245903134346008e-02
3.614672422409057617e-01 5.962724238634109497e-02
3.645395040512084961e-01 6.318943202495574951e-02
3.687701225280761719e-01 6.022809445858001709e-02
3.698781430721282959e-01 6.081463769078254700e-02
3.625248968601226807e-01 5.992766842246055603e-02
3.731518685817718506e-01 6.200203299522399902e-02
3.625248968601226807e-01 6.081463769078254700e-02
3.742095232009887695e-01 6.585033982992172241e-02
3.824189603328704834e-01 6.470586359500885010e-02
3.762744665145874023e-01 6.260288506746292114e-02
3.698781430721282959e-01 6.526379287242889404e-02
3.709861636161804199e-01 6.585033982992172241e-02
3.773321211338043213e-01 6.230245903134346008e-02
3.909809589385986328e-01 6.616506725549697876e-02
3.909809589385986328e-01 6.675161421298980713e-02
3.753175437450408936e-01 6.201633810997009277e-02
3.720941841602325439e-01 6.230245903134346008e-02
3.753175437450408936e-01 6.261719018220901489e-02
3.753175437450408936e-01 6.201633810997009277e-02
3.711372613906860352e-01 6.556421518325805664e-02
3.711372613906860352e-01 6.556421518325805664e-02
3.803036510944366455e-01 6.318943202495574951e-02
3.791956305503845215e-01 6.318943202495574951e-02
3.833758831024169922e-01 6.318943202495574951e-02
3.865992128849029541e-01 6.379027664661407471e-02
3.770802915096282959e-01 6.318943202495574951e-02
3.898225724697113037e-01 6.439112871885299683e-02
3.770802915096282959e-01 6.318943202495574951e-02
